File,InputClass,Prediction,PredictionStatus,Percentage
airport_118_2_msrgb.jpg,airport,airport,Correct,0.998487
airport_118_5_msrgb.jpg,airport,airport,Correct,1.0
airport_118_7_msrgb.jpg,airport,airport,Correct,1.0
airport_139_1_msrgb.jpg,airport,airport,Correct,0.99999917
airport_166_8_msrgb.jpg,airport,airport,Correct,0.99992967
airport_199_7_msrgb.jpg,airport,airport,Correct,0.9999964
airport_211_1_msrgb.jpg,airport,airport,Correct,1.0
airport_299_2_msrgb.jpg,airport,airport,Correct,1.0
airport_30_6_msrgb.jpg,airport,airport,Correct,0.9999999
airport_312_0_msrgb.jpg,airport,airport,Correct,0.9998851
airport_319_0_msrgb.jpg,airport,airport,Correct,0.9999999
airport_407_0_msrgb.jpg,airport,airport,Correct,0.99999905
airport_40_5_msrgb.jpg,airport,airport,Correct,0.9999918
airport_431_0_msrgb.jpg,airport,airport,Correct,1.0
airport_7_8_msrgb.jpg,airport,airport,Correct,0.9544457
airport_hangar_1117_1_msrgb.jpg,airport_hangar,airport_hangar,Correct,0.99993455
airport_hangar_137_0_msrgb.jpg,airport_hangar,airport_hangar,Correct,0.9999951
airport_hangar_146_0_msrgb.jpg,airport_hangar,airport_hangar,Correct,0.99834526
airport_hangar_147_0_msrgb.jpg,airport_hangar,airport_hangar,Correct,0.999987
airport_hangar_300_6_msrgb.jpg,airport_hangar,airport_hangar,Correct,0.99996233
airport_hangar_310_4_msrgb.jpg,airport_hangar,airport_hangar,Correct,0.9999224
airport_hangar_344_1_msrgb.jpg,airport_hangar,airport_hangar,Correct,0.9999918
airport_hangar_398_6_msrgb.jpg,airport_hangar,airport_hangar,Correct,0.9997843
airport_hangar_404_7_msrgb.jpg,airport_hangar,airport_hangar,Correct,0.9969127
airport_hangar_405_8_msrgb.jpg,airport_hangar,airport_hangar,Correct,0.99999976
airport_hangar_432_7_msrgb.jpg,airport_hangar,airport_hangar,Correct,0.9998241
airport_hangar_487_1_msrgb.jpg,airport_hangar,airport_hangar,Correct,0.99999964
airport_hangar_549_9_msrgb.jpg,airport_hangar,airport_hangar,Correct,0.9999988
airport_hangar_573_0_msrgb.jpg,airport_hangar,airport_hangar,Correct,1.0
airport_hangar_850_1_msrgb.jpg,airport_hangar,airport_hangar,Correct,0.99999607
airport_terminal_1068_0_msrgb.jpg,airport_terminal,airport_terminal,Correct,0.9999958
airport_terminal_122_2_msrgb.jpg,airport_terminal,airport_terminal,Correct,0.99991965
airport_terminal_197_2_msrgb.jpg,airport_terminal,airport_terminal,Correct,1.0
airport_terminal_215_6_msrgb.jpg,airport_terminal,airport_terminal,Correct,0.99998844
airport_terminal_25_1_msrgb.jpg,airport_terminal,airport_terminal,Correct,0.99995625
airport_terminal_318_2_msrgb.jpg,airport_terminal,airport_terminal,Correct,0.99994123
airport_terminal_414_3_msrgb.jpg,airport_terminal,airport_terminal,Correct,0.99999666
airport_terminal_439_3_msrgb.jpg,airport_terminal,airport_terminal,Correct,0.999941
airport_terminal_522_5_msrgb.jpg,airport_terminal,airport_terminal,Correct,0.99999833
airport_terminal_532_4_msrgb.jpg,airport_terminal,airport_terminal,Correct,0.99997795
airport_terminal_546_0_msrgb.jpg,airport_terminal,airport_terminal,Correct,0.9996549
airport_terminal_680_0_msrgb.jpg,airport_terminal,airport_terminal,Correct,0.99998975
airport_terminal_761_3_msrgb.jpg,airport_terminal,airport_terminal,Correct,0.9999989
airport_terminal_857_5_msrgb.jpg,airport_terminal,airport_terminal,Correct,0.99999976
airport_terminal_8_5_msrgb.jpg,airport_terminal,airport_terminal,Correct,0.99217176
amusement_park_1017_0_msrgb.jpg,amusement_park,amusement_park,Correct,0.9999714
amusement_park_1127_5_msrgb.jpg,amusement_park,amusement_park,Correct,0.999997
amusement_park_1138_5_msrgb.jpg,amusement_park,amusement_park,Correct,0.99999976
amusement_park_1211_3_msrgb.jpg,amusement_park,amusement_park,Correct,0.9999964
amusement_park_140_8_msrgb.jpg,amusement_park,amusement_park,Correct,0.99999213
amusement_park_178_6_msrgb.jpg,amusement_park,amusement_park,Correct,0.99999964
amusement_park_311_0_msrgb.jpg,amusement_park,amusement_park,Correct,0.9999727
amusement_park_325_1_msrgb.jpg,amusement_park,amusement_park,Correct,0.9997346
amusement_park_361_1_msrgb.jpg,amusement_park,amusement_park,Correct,0.99997187
amusement_park_42_6_msrgb.jpg,amusement_park,amusement_park,Correct,1.0
amusement_park_52_0_msrgb.jpg,amusement_park,amusement_park,Correct,0.999998
amusement_park_716_9_msrgb.jpg,amusement_park,amusement_park,Correct,1.0
amusement_park_746_5_msrgb.jpg,amusement_park,amusement_park,Correct,0.9999962
amusement_park_88_4_msrgb.jpg,amusement_park,amusement_park,Correct,1.0
amusement_park_949_0_msrgb.jpg,amusement_park,amusement_park,Correct,0.99998045
aquaculture_183_0_msrgb.jpg,aquaculture,aquaculture,Correct,1.0
aquaculture_183_3_msrgb.jpg,aquaculture,aquaculture,Correct,0.9999949
aquaculture_208_6_msrgb.jpg,aquaculture,aquaculture,Correct,0.9999944
aquaculture_218_4_msrgb.jpg,aquaculture,aquaculture,Correct,0.99999225
aquaculture_220_0_msrgb.jpg,aquaculture,aquaculture,Correct,0.9999738
aquaculture_254_2_msrgb.jpg,aquaculture,aquaculture,Correct,0.99999714
aquaculture_295_0_msrgb.jpg,aquaculture,aquaculture,Correct,0.9999492
aquaculture_328_0_msrgb.jpg,aquaculture,aquaculture,Correct,0.99999964
aquaculture_32_0_msrgb.jpg,aquaculture,aquaculture,Correct,0.9913156
aquaculture_415_0_msrgb.jpg,aquaculture,aquaculture,Correct,1.0
aquaculture_472_0_msrgb.jpg,aquaculture,aquaculture,Correct,0.9999721
aquaculture_473_3_msrgb.jpg,aquaculture,aquaculture,Correct,0.9999987
aquaculture_57_0_msrgb.jpg,aquaculture,aquaculture,Correct,0.99998415
aquaculture_65_0_msrgb.jpg,aquaculture,aquaculture,Correct,1.0
aquaculture_92_5_msrgb.jpg,aquaculture,aquaculture,Correct,0.9999913
archaeological_site_167_0_msrgb.jpg,archaeological_site,archaeological_site,Correct,0.99992406
archaeological_site_197_0_msrgb.jpg,archaeological_site,archaeological_site,Correct,0.99999964
archaeological_site_204_4_msrgb.jpg,archaeological_site,archaeological_site,Correct,0.9935866
archaeological_site_217_8_msrgb.jpg,archaeological_site,archaeological_site,Correct,1.0
archaeological_site_247_2_msrgb.jpg,archaeological_site,archaeological_site,Correct,0.99999726
archaeological_site_24_2_msrgb.jpg,archaeological_site,archaeological_site,Correct,0.99631566
archaeological_site_308_3_msrgb.jpg,archaeological_site,archaeological_site,Correct,0.99999976
archaeological_site_369_9_msrgb.jpg,archaeological_site,archaeological_site,Correct,0.9999101
archaeological_site_421_7_msrgb.jpg,archaeological_site,archaeological_site,Correct,0.9998803
archaeological_site_423_12_msrgb.jpg,archaeological_site,archaeological_site,Correct,1.0
archaeological_site_478_5_msrgb.jpg,archaeological_site,archaeological_site,Correct,0.99999857
archaeological_site_51_4_msrgb.jpg,archaeological_site,archaeological_site,Correct,0.9999771
archaeological_site_63_6_msrgb.jpg,archaeological_site,archaeological_site,Correct,0.9999391
archaeological_site_80_2_msrgb.jpg,archaeological_site,archaeological_site,Correct,0.9999877
archaeological_site_817_0_msrgb.jpg,archaeological_site,archaeological_site,Correct,0.9997713
barn_1196_0_msrgb.jpg,barn,barn,Correct,0.95076424
barn_1238_0_msrgb.jpg,barn,barn,Correct,0.959525
barn_1474_2_msrgb.jpg,barn,barn,Correct,0.99367756
barn_154_5_msrgb.jpg,barn,barn,Correct,0.991963
barn_1948_3_msrgb.jpg,barn,barn,Correct,0.9641529
barn_215_7_msrgb.jpg,barn,aquaculture,Incorrect,0.58726096
barn_21_2_msrgb.jpg,barn,barn,Correct,0.9909813
barn_2394_0_msrgb.jpg,barn,barn,Correct,0.99870205
barn_243_3_msrgb.jpg,barn,barn,Correct,0.98930466
barn_300_2_msrgb.jpg,barn,barn,Correct,0.98977005
barn_556_6_msrgb.jpg,barn,crop_field,Incorrect,0.9796116
barn_629_5_msrgb.jpg,barn,barn,Correct,0.99903727
barn_713_1_msrgb.jpg,barn,barn,Correct,0.94714504
barn_795_0_msrgb.jpg,barn,barn,Correct,0.99982315
barn_876_2_msrgb.jpg,barn,barn,Correct,0.99458814
border_checkpoint_12_6_msrgb.jpg,border_checkpoint,border_checkpoint,Correct,0.9993893
border_checkpoint_141_7_msrgb.jpg,border_checkpoint,border_checkpoint,Correct,0.9999846
border_checkpoint_153_4_msrgb.jpg,border_checkpoint,border_checkpoint,Correct,0.99999666
border_checkpoint_156_0_msrgb.jpg,border_checkpoint,border_checkpoint,Correct,0.9960361
border_checkpoint_168_6_msrgb.jpg,border_checkpoint,border_checkpoint,Correct,0.99687237
border_checkpoint_200_5_msrgb.jpg,border_checkpoint,border_checkpoint,Correct,0.9931891
border_checkpoint_211_3_msrgb.jpg,border_checkpoint,border_checkpoint,Correct,0.99985445
border_checkpoint_216_1_msrgb.jpg,border_checkpoint,border_checkpoint,Correct,0.99999166
border_checkpoint_22_9_msrgb.jpg,border_checkpoint,border_checkpoint,Correct,0.9997626
border_checkpoint_24_3_msrgb.jpg,border_checkpoint,border_checkpoint,Correct,0.9999987
border_checkpoint_264_2_msrgb.jpg,border_checkpoint,border_checkpoint,Correct,0.99999285
border_checkpoint_363_0_msrgb.jpg,border_checkpoint,border_checkpoint,Correct,0.99923384
border_checkpoint_41_0_msrgb.jpg,border_checkpoint,border_checkpoint,Correct,0.9998685
border_checkpoint_81_0_msrgb.jpg,border_checkpoint,border_checkpoint,Correct,0.9981243
border_checkpoint_87_5_msrgb.jpg,border_checkpoint,border_checkpoint,Correct,0.9996556
burial_site_1055_5_msrgb.jpg,burial_site,burial_site,Correct,0.98671144
burial_site_146_0_msrgb.jpg,burial_site,burial_site,Correct,0.9954911
burial_site_251_5_msrgb.jpg,burial_site,burial_site,Correct,0.9998129
burial_site_263_4_msrgb.jpg,burial_site,burial_site,Correct,0.99638015
burial_site_304_0_msrgb.jpg,burial_site,burial_site,Correct,0.8320853
burial_site_318_7_msrgb.jpg,burial_site,burial_site,Correct,0.9988739
burial_site_320_3_msrgb.jpg,burial_site,burial_site,Correct,0.90485024
burial_site_377_1_msrgb.jpg,burial_site,burial_site,Correct,0.9611223
burial_site_657_7_msrgb.jpg,burial_site,burial_site,Correct,0.9990802
burial_site_661_0_msrgb.jpg,burial_site,burial_site,Correct,0.9999949
burial_site_722_5_msrgb.jpg,burial_site,burial_site,Correct,0.9993049
burial_site_729_0_msrgb.jpg,burial_site,burial_site,Correct,0.99833614
burial_site_791_0_msrgb.jpg,burial_site,burial_site,Correct,0.99892163
burial_site_846_3_msrgb.jpg,burial_site,burial_site,Correct,0.99995697
burial_site_988_2_msrgb.jpg,burial_site,burial_site,Correct,0.99979144
car_dealership_101_0_msrgb.jpg,car_dealership,car_dealership,Correct,0.9980996
car_dealership_1187_0_msrgb.jpg,car_dealership,car_dealership,Correct,0.9978816
car_dealership_1214_0_msrgb.jpg,car_dealership,car_dealership,Correct,0.9999012
car_dealership_154_0_msrgb.jpg,car_dealership,car_dealership,Correct,0.9998149
car_dealership_285_9_msrgb.jpg,car_dealership,car_dealership,Correct,0.99960524
car_dealership_351_0_msrgb.jpg,car_dealership,car_dealership,Correct,0.99998605
car_dealership_369_8_msrgb.jpg,car_dealership,car_dealership,Correct,0.99992037
car_dealership_371_4_msrgb.jpg,car_dealership,car_dealership,Correct,0.99921227
car_dealership_469_2_msrgb.jpg,car_dealership,car_dealership,Correct,0.99994385
car_dealership_502_0_msrgb.jpg,car_dealership,car_dealership,Correct,0.99995816
car_dealership_516_9_msrgb.jpg,car_dealership,car_dealership,Correct,0.9998374
car_dealership_674_5_msrgb.jpg,car_dealership,car_dealership,Correct,0.97550905
car_dealership_76_4_msrgb.jpg,car_dealership,car_dealership,Correct,0.9997805
car_dealership_791_6_msrgb.jpg,car_dealership,car_dealership,Correct,0.9999875
car_dealership_995_0_msrgb.jpg,car_dealership,car_dealership,Correct,0.99992883
construction_site_114_3_msrgb.jpg,construction_site,construction_site,Correct,1.0
construction_site_156_0_msrgb.jpg,construction_site,construction_site,Correct,0.99996626
construction_site_168_9_msrgb.jpg,construction_site,construction_site,Correct,0.99794847
construction_site_213_3_msrgb.jpg,construction_site,construction_site,Correct,0.99990165
construction_site_235_7_msrgb.jpg,construction_site,construction_site,Correct,0.99990356
construction_site_237_2_msrgb.jpg,construction_site,construction_site,Correct,0.9993284
construction_site_31_6_msrgb.jpg,construction_site,construction_site,Correct,0.9998449
construction_site_322_3_msrgb.jpg,construction_site,construction_site,Correct,0.99990225
construction_site_330_8_msrgb.jpg,construction_site,construction_site,Correct,0.99259865
construction_site_355_5_msrgb.jpg,construction_site,construction_site,Correct,0.99999774
construction_site_426_9_msrgb.jpg,construction_site,construction_site,Correct,0.99833304
construction_site_435_1_msrgb.jpg,construction_site,construction_site,Correct,0.99954695
construction_site_485_1_msrgb.jpg,construction_site,construction_site,Correct,0.9999207
construction_site_74_4_msrgb.jpg,construction_site,construction_site,Correct,0.9997234
construction_site_9_5_msrgb.jpg,construction_site,construction_site,Correct,0.9997961
crop_field_1258_0_msrgb.jpg,crop_field,crop_field,Correct,0.9999987
crop_field_1312_1_msrgb.jpg,crop_field,crop_field,Correct,0.9997242
crop_field_1572_3_msrgb.jpg,crop_field,crop_field,Correct,1.0
crop_field_19_2_msrgb.jpg,crop_field,crop_field,Correct,0.99958616
crop_field_2535_3_msrgb.jpg,crop_field,crop_field,Correct,0.99977165
crop_field_2608_4_msrgb.jpg,crop_field,crop_field,Correct,0.99999213
crop_field_354_3_msrgb.jpg,crop_field,crop_field,Correct,0.999997
crop_field_3806_0_msrgb.jpg,crop_field,crop_field,Correct,0.9999963
crop_field_3863_0_msrgb.jpg,crop_field,crop_field,Correct,1.0
crop_field_4253_1_msrgb.jpg,crop_field,crop_field,Correct,0.9999951
crop_field_431_0_msrgb.jpg,crop_field,crop_field,Correct,0.9998983
crop_field_5257_0_msrgb.jpg,crop_field,crop_field,Correct,0.9999995
crop_field_6400_0_msrgb.jpg,crop_field,crop_field,Correct,0.99998903
crop_field_6846_3_msrgb.jpg,crop_field,crop_field,Correct,0.9996138
crop_field_918_1_msrgb.jpg,crop_field,crop_field,Correct,1.0
dam_100_2_msrgb.jpg,dam,dam,Correct,0.9999949
dam_1084_0_msrgb.jpg,dam,dam,Correct,0.9999993
dam_123_8_msrgb.jpg,dam,dam,Correct,1.0
dam_131_3_msrgb.jpg,dam,dam,Correct,0.9991035
dam_166_9_msrgb.jpg,dam,dam,Correct,0.9999964
dam_199_5_msrgb.jpg,dam,dam,Correct,0.99877983
dam_247_0_msrgb.jpg,dam,dam,Correct,0.9999751
dam_289_4_msrgb.jpg,dam,dam,Correct,0.9999864
dam_383_2_msrgb.jpg,dam,dam,Correct,0.85756487
dam_389_1_msrgb.jpg,dam,dam,Correct,0.99985135
dam_656_1_msrgb.jpg,dam,dam,Correct,1.0
dam_758_1_msrgb.jpg,dam,dam,Correct,0.99998987
dam_785_0_msrgb.jpg,dam,dam,Correct,0.99996066
dam_83_6_msrgb.jpg,dam,dam,Correct,0.9997807
dam_957_0_msrgb.jpg,dam,dam,Correct,0.9999969
debris_or_rubble_108_7_msrgb.jpg,debris_or_rubble,debris_or_rubble,Correct,0.99991477
debris_or_rubble_115_6_msrgb.jpg,debris_or_rubble,debris_or_rubble,Correct,0.9898947
debris_or_rubble_130_3_msrgb.jpg,debris_or_rubble,debris_or_rubble,Correct,0.99499077
debris_or_rubble_133_2_msrgb.jpg,debris_or_rubble,debris_or_rubble,Correct,0.99569345
debris_or_rubble_187_1_msrgb.jpg,debris_or_rubble,debris_or_rubble,Correct,0.9803309
debris_or_rubble_247_0_msrgb.jpg,debris_or_rubble,debris_or_rubble,Correct,0.9862562
debris_or_rubble_2_19_msrgb.jpg,debris_or_rubble,debris_or_rubble,Correct,0.9999964
debris_or_rubble_32_10_msrgb.jpg,debris_or_rubble,debris_or_rubble,Correct,0.99960774
debris_or_rubble_36_3_msrgb.jpg,debris_or_rubble,debris_or_rubble,Correct,0.97189564
debris_or_rubble_42_0_msrgb.jpg,debris_or_rubble,debris_or_rubble,Correct,0.9998976
debris_or_rubble_50_6_msrgb.jpg,debris_or_rubble,debris_or_rubble,Correct,0.9934645
debris_or_rubble_63_14_msrgb.jpg,debris_or_rubble,debris_or_rubble,Correct,1.0
debris_or_rubble_6_18_msrgb.jpg,debris_or_rubble,debris_or_rubble,Correct,0.99999917
debris_or_rubble_80_14_msrgb.jpg,debris_or_rubble,debris_or_rubble,Correct,0.9993162
debris_or_rubble_90_2_msrgb.jpg,debris_or_rubble,debris_or_rubble,Correct,0.9999938
educational_institution_102_7_msrgb.jpg,educational_institution,educational_institution,Correct,0.99999964
educational_institution_1112_2_msrgb.jpg,educational_institution,educational_institution,Correct,0.9999982
educational_institution_1522_7_msrgb.jpg,educational_institution,educational_institution,Correct,0.9999782
educational_institution_1721_1_msrgb.jpg,educational_institution,educational_institution,Correct,0.9999999
educational_institution_1804_1_msrgb.jpg,educational_institution,educational_institution,Correct,0.99999344
educational_institution_1814_0_msrgb.jpg,educational_institution,educational_institution,Correct,1.0
educational_institution_1908_1_msrgb.jpg,educational_institution,educational_institution,Correct,0.99999905
